SUBJECT,PREHEADER,CLICKS_TO_KICKS,performance,CTR,CLICKS,OPENS,DELIVERIES,SPAMS,UNSUBS,KICKS,subject_length,length_category,reward_amount,negative_count,positive_count,has_closing_soon,has_treatment,has_cancer,has_colon,has_ampersand,has_metabolic,is_oncology,recommendations
Closing Soon: Treatment for Ovarian & Endometrial Cancer  and Other Survey Opportunities,Earn up to $65.00 Today via Rewards Card,12.0,⚠️ Below Average (10-14),0.0094,12,593,1274,0,1,1,88,Too Long (76+),65.0,4,1,1,1,1,1,1,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | 📏 SHORTEN to 50-65 chars (currently 88)"
Respiratory Syncytial Virus and Other Survey Opportunities,Earn up to $85.00 Today via Rewards Card,12.0,⚠️ Below Average (10-14),0.0317,12,164,379,0,1,1,58,Optimal (51-60),85.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Multiple Myeloma and Other Survey Opportunities,Earn up to $190.00 Today via Rewards Card,12.0,⚠️ Below Average (10-14),0.0211,36,779,1710,0,3,3,61,Long (61-75),190.0,2,0,1,0,0,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $190)"
Closing Soon: NSCLC Treatments and Other Survey Opportunities,Earn up to $115.00 Today via Rewards Card,12.0,⚠️ Below Average (10-14),0.0427,24,338,562,0,2,2,61,Long (61-75),115.0,2,0,1,0,0,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact)"
CAH patient populations and Other Survey Opportunities,Earn up to $22.50 Today via Rewards Card,12.0,⚠️ Below Average (10-14),0.0784,24,146,306,0,2,2,54,Optimal (51-60),22.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $52.50 Today via Rewards Card,11.64,⚠️ Below Average (10-14),0.0326,2573,40353,78938,14,207,221,54,Optimal (51-60),52.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: acromegaly and Other Survey Opportunities,Earn up to $50.00 Today via Rewards Card,11.5,⚠️ Below Average (10-14),0.0163,23,617,1410,0,2,2,55,Optimal (51-60),50.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Breast Cancer and Other Survey Opportunities,Earn up to $80.00 Today via Rewards Card,11.5,⚠️ Below Average (10-14),0.0168,23,586,1367,0,2,2,44,Short (≤50),80.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Closing Soon: Biliary Tract Cancer Treatments and Other Survey Opportunities,Earn up to $80.00 Today via Rewards Card,11.5,⚠️ Below Average (10-14),0.0085,23,1044,2713,0,2,2,76,Too Long (76+),80.0,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 76)"
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $127.50 Today via Rewards Card,11.38,⚠️ Below Average (10-14),0.0355,91,1340,2563,0,8,8,54,Optimal (51-60),127.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $105.00 Today via Rewards Card,11.24,⚠️ Below Average (10-14),0.0532,281,2656,5281,0,25,25,54,Optimal (51-60),105.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Hepatitis C (HCV) and Other Survey Opportunities,Earn up to $165.00 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0428,11,130,257,0,1,1,62,Long (61-75),165.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $165)"
Treatment of high-risk NMIBC Patients and Other Survey Opportunities,Earn up to $25.00 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0319,77,1335,2416,1,6,7,68,Long (61-75),25.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)
treatment of Metastatic NSCLC and Other Survey Opportunities,Earn up to $80.00 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0141,11,334,779,0,1,1,60,Optimal (51-60),80.0,1,0,0,1,0,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Heart Failure Treatment and Other Survey Opportunities,Earn up to $55.00 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0449,11,133,245,0,1,1,54,Optimal (51-60),55.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Genomic Testing and Other Survey Opportunities,Earn up to $105.00 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0372,22,279,591,0,2,2,46,Short (≤50),105.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Treatment decision and Other Survey Opportunities,Earn up to $52.50 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0291,22,419,757,0,2,2,49,Short (≤50),52.5,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd Micro Survey and Other Survey Opportunities,Earn up to $52.50 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0221,11,244,497,0,1,1,55,Optimal (51-60),52.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Treatment for Ulcerative Colitis and Other Survey Opportunities,Earn up to $165.00 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.125,11,34,88,0,1,1,63,Long (61-75),165.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $165)
Treating Schizophrenia and Other Survey Opportunities,Earn up to $60.00 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0775,11,58,142,0,1,1,53,Optimal (51-60),60.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Type 2 Diabetes and Other Survey Opportunities,Earn up to $60.00 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.082,66,454,805,0,6,6,46,Short (≤50),60.0,0,1,0,0,0,0,0,1,0,✅ ADD ampersand (&) between topics (+103% impact)
Heart Failure Treatment and Other Survey Opportunities,Earn up to $65.00 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0396,11,138,278,0,1,1,54,Optimal (51-60),65.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $82.50 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0382,121,1759,3166,0,11,11,54,Optimal (51-60),82.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $67.50 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0505,506,5344,10018,1,45,46,54,Optimal (51-60),67.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
NSCLC Treatments and Other Survey Opportunities,Earn up to $260.00 Today via Rewards Card,11.0,⚠️ Below Average (10-14),0.0304,11,170,362,0,1,1,47,Short (≤50),260.0,0,0,0,0,0,0,0,0,1,✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $260)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $112.50 Today via Rewards Card,10.85,⚠️ Below Average (10-14),0.0317,141,2266,4444,0,13,13,54,Optimal (51-60),112.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Treatment of Alopecia Areata and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,10.67,⚠️ Below Average (10-14),0.0353,32,561,907,0,3,3,73,Long (61-75),35.0,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 73)"
New InCrowd Micro Survey and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,10.67,⚠️ Below Average (10-14),0.0375,32,390,853,0,3,3,55,Optimal (51-60),45.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Treatment of NSCLC and Other Survey Opportunities,Earn up to $30.00 Today via Rewards Card,10.62,⚠️ Below Average (10-14),0.0323,170,3183,5262,1,15,16,49,Short (≤50),30.0,1,0,0,1,0,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Closing Soon: Myeloproliferative Neoplasms (MPNs) and Other Survey Opportunities,Earn up to $95.00 Today via Rewards Card,10.5,⚠️ Below Average (10-14),0.0133,21,683,1580,0,2,2,80,Too Long (76+),95.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 80)"
Healthcare System Perceptions and Other Survey Opportunities,Earn up to $65.00 Today via Rewards Card,10.4,⚠️ Below Average (10-14),0.0562,52,471,925,1,4,5,60,Optimal (51-60),65.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New NMIBC Therapies and Other Survey Opportunities,Earn up to $37.50 Today via Rewards Card,10.18,⚠️ Below Average (10-14),0.0333,346,5423,10400,0,34,34,50,Short (≤50),37.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $97.50 Today via Rewards Card,10.15,⚠️ Below Average (10-14),0.0362,609,8870,16810,0,60,60,54,Optimal (51-60),97.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Treatment of high-risk NMIBC Patients and Other Survey Opportunities,Earn up to $37.50 Today via Rewards Card,10.08,⚠️ Below Average (10-14),0.0228,121,2928,5306,1,11,12,68,Long (61-75),37.5,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)
Closing Soon: Bile Duct Cancer Treatment and Other Survey Opportunities,Earn up to $80.00 Today via Rewards Card,10.0,⚠️ Below Average (10-14),0.0202,10,249,494,0,1,1,71,Long (61-75),80.0,4,0,1,1,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 71)"
Closing Soon: Solid Tumors and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,10.0,⚠️ Below Average (10-14),0.026,40,772,1538,0,4,4,57,Optimal (51-60),75.0,2,0,1,0,0,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact)"
Closing Soon: Migraine Treatment and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,10.0,⚠️ Below Average (10-14),0.0581,10,106,172,0,1,1,63,Long (61-75),35.0,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Closing Soon: Study on Hypothyroidism and Other Survey Opportunities,Earn up to $60.00 Today via Rewards Card,10.0,⚠️ Below Average (10-14),0.0287,10,160,349,0,1,1,68,Long (61-75),60.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)"
Cell Therapy Treatment Trends and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,10.0,⚠️ Below Average (10-14),0.0274,10,166,365,0,1,1,60,Optimal (51-60),75.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Treatment for patients with acute pain and Other Survey Opportunities,Earn up to $100.00 Today via Rewards Card,9.5,❌ Poor (<10),0.1583,19,74,120,0,2,2,69,Long (61-75),100.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 69)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $135.00 Today via Rewards Card,9.4,❌ Poor (<10),0.0665,47,352,707,0,5,5,54,Optimal (51-60),135.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $135)
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $15.00 Today via Rewards Card,9.03,❌ Poor (<10),0.0401,298,3399,7436,2,31,33,54,Optimal (51-60),15.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
UCHealth Brand Assessment and Other Survey Opportunities,Earn up to $187.50 Today via Rewards Card,9.0,❌ Poor (<10),0.1184,9,27,76,0,1,1,56,Optimal (51-60),187.5,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $188)
Closing Soon: Pulmonary Arterial Hypertension (PAH) and Other Survey Opportunities,Earn up to $52.00 Today via Rewards Card,9.0,❌ Poor (<10),0.0213,9,202,422,0,1,1,82,Too Long (76+),52.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 82)"
Chronic Kidney Disease and Other Survey Opportunities,Earn up to $130.00 Today via Rewards Card,9.0,❌ Poor (<10),0.0604,9,64,149,0,1,1,53,Optimal (51-60),130.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Treatment of Narcolepsy and Other Survey Opportunities,Earn up to $120.00 Today via Rewards Card,9.0,❌ Poor (<10),0.0261,9,157,345,0,1,1,68,Long (61-75),120.0,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)"
Research on Hemophilia and Other Survey Opportunities,Earn up to $65.00 Today via Rewards Card,9.0,❌ Poor (<10),0.008,18,905,2245,0,2,2,53,Optimal (51-60),65.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
treating patients with Primary Biliary Cholangitis (PBC) and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,9.0,❌ Poor (<10),0.0194,9,241,464,0,1,1,87,Too Long (76+),45.0,0,0,0,0,0,0,0,0,0,⚠️ Consider removing parentheses (-20% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 87)
Closing Soon: Lung Cell Cancer and Other Survey Opportunities,Earn up to $200.00 Today via Rewards Card,8.88,❌ Poor (<10),0.0189,71,1611,3753,0,8,8,61,Long (61-75),200.0,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $200)"
Closing Soon: hATTR amyloidosis and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,8.4,❌ Poor (<10),0.0391,42,597,1075,0,5,5,62,Long (61-75),35.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Treatment of NSCLC and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,8.04,❌ Poor (<10),0.0158,185,6225,11724,3,20,23,49,Short (≤50),45.0,1,0,0,1,0,0,0,0,1,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact)
Closing Soon: Heart Failure Treatment and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,8.0,❌ Poor (<10),0.0321,8,149,249,0,1,1,68,Long (61-75),35.0,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)"
Closing Soon: Blood and Bone Marrow Cancer Treatments and Other Survey Opportunities,Earn up to $120.00 Today via Rewards Card,8.0,❌ Poor (<10),0.0383,8,117,209,0,1,1,84,Too Long (76+),120.0,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 84)"
mRCC Manufacturer Perception and Other Survey Opportunities,Earn up to $100.00 Today via Rewards Card,8.0,❌ Poor (<10),0.0123,8,293,648,0,1,1,59,Optimal (51-60),100.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
 Fibromyalgia and Other Survey Opportunities,Earn up to $75.00 Today via Rewards Card,8.0,❌ Poor (<10),0.0556,8,71,144,0,1,1,44,Short (≤50),75.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Treatment for ulcerative colitis and Other Survey Opportunities,Earn up to $50.00 Today via Rewards Card,8.0,❌ Poor (<10),0.0503,8,78,159,0,1,1,77,Too Long (76+),50.0,3,0,1,1,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 77)"
Closing Soon: Biliary Tract Cancer Treatments and Other Survey Opportunities,Earn up to $45.00 Today via Rewards Card,8.0,❌ Poor (<10),0.0148,8,228,542,0,1,1,76,Too Long (76+),45.0,3,0,1,0,1,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 📏 SHORTEN to 50-65 chars (currently 76)"
Breast Cancer and Other Survey Opportunities,Earn up to $180.00 Today via Rewards Card,8.0,❌ Poor (<10),0.065,8,64,123,0,1,1,44,Short (≤50),180.0,1,0,0,0,1,0,0,0,1,❌ REPLACE 'Cancer' with 'Oncology' or specific disease name (-47% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $180)
Closing Soon: Treatment of NSCLC and Other Survey Opportunities,Earn up to $145.00 Today via Rewards Card,8.0,❌ Poor (<10),0.0078,32,1735,4092,1,3,4,63,Long (61-75),145.0,3,0,1,1,0,1,0,0,1,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💰 LOWER reward to $60-90 range (currently $145)"
Closing Soon: High Cholesterol and Other Survey Opportunities,Earn up to $60.00 Today via Rewards Card,8.0,❌ Poor (<10),0.041,16,233,390,0,2,2,61,Long (61-75),60.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
Closing Soon: Diabetes study and Other Survey Opportunities,Earn up to $15.00 Today via Rewards Card,8.0,❌ Poor (<10),0.381,8,16,21,0,1,1,59,Optimal (51-60),15.0,2,1,1,0,0,1,0,1,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact)"
New InCrowd MicroSurvey and Other Survey Opportunities,Earn up to $120.00 Today via Rewards Card,7.73,❌ Poor (<10),0.0463,85,1004,1834,1,10,11,54,Optimal (51-60),120.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Closing Soon: Neurological Conditions and Other Survey Opportunities,Earn up to $80.00 Today via Rewards Card,7.67,❌ Poor (<10),0.0511,23,225,450,1,2,3,68,Long (61-75),80.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 📏 SHORTEN to 50-65 chars (currently 68)"
Closing Soon: High Cholesterol and Other Survey Opportunities,Earn up to $80.00 Today via Rewards Card,7.67,❌ Poor (<10),0.0307,23,369,750,0,3,3,61,Long (61-75),80.0,2,0,1,0,0,1,0,0,0,"❌ REMOVE 'Closing Soon' (-29% impact) | ❌ REMOVE colon structure, use '&' or 'and' (-30% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)"
gout disease and Other Survey Opportunities,Earn up to $190.00 Today via Rewards Card,7.62,❌ Poor (<10),0.0219,61,1453,2783,0,8,8,43,Short (≤50),190.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact) | 💰 LOWER reward to $60-90 range (currently $190)
ATTR Amyloidosis Treatment and Other Survey Opportunities,Earn up to $40.00 Today via Rewards Card,7.5,❌ Poor (<10),0.0487,30,321,616,0,4,4,57,Optimal (51-60),40.0,1,0,0,1,0,0,0,0,0,❌ REPLACE 'Treatment' with 'Medications'/'Managing' (-40% impact) | ✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
Healthcare System Perceptions and Other Survey Opportunities,Earn up to $35.00 Today via Rewards Card,7.38,❌ Poor (<10),0.0412,96,1147,2330,0,13,13,60,Optimal (51-60),35.0,0,0,0,0,0,0,0,0,0,✅ ADD ampersand (&) between topics (+103% impact) | 💡 Consider adding metabolic topics when available (+109% impact)
